링크ID,시작노드ID,종료노드ID,시작노드명,종료노드명,도로명,지도거리,표준링크수,기본도로여부,권역코드,권역코드명,소통등급구분코드,소통등급구분코드명,소통제공여부
2330053500,2330026100,2330024200,비봉IC 북측(연결로),비봉IC 남측(본선),서해안고속도로,747.0,1,N,,,10,도시고속,Y
2330053600,2330024200,2330026100,비봉IC 남측(본선),비봉IC 북측(연결로),서해안고속도로,747.0,1,N,,,10,도시고속,Y
2330058200,2330027300,2330026500,-,진천IC 북측(본선),과천~봉담간,494.0,,N,,,20,시내,Y
2330059600,2330027300,2330027700,-,-,과천~봉담간,459.0,,N,,,20,시내,Y
2330059700,2330027700,2330027300,-,-,과천~봉담간,459.0,,N,,,20,시내,Y
2330060300,2330026100,2330028300,비봉IC 북측(연결로),매송IC 남측(본선),서해안고속도로,3618.0,1,N,,,10,도시고속,Y
2330061400,2330028300,2330028500,매송IC 남측(본선),매송IC 북측(본선),서해안고속도로,557.0,1,N,,,10,도시고속,Y
2330061500,2330028500,2330028300,매송IC 북측(본선),매송IC 남측(본선),서해안고속도로,558.0,1,N,,,10,도시고속,Y
2330062201,2330028500,2160004600,매송IC 북측(본선),팔곡JC 남측(서해안선 본선),서해안고속도로,2847.0,1,N,,,10,도시고속,Y
2330062301,2160004600,2330028500,팔곡JC 남측(서해안선 본선),매송IC 북측(본선),서해안고속도로,2824.0,1,N,,,10,도시고속,Y
2333261100,2330120200,2330120500,서오산JC 서측,정남IC 동측,수도권제2순환고속도로,1677.0,1,N,,,10,도시고속,Y
2333261300,2330120900,2330121200,정남IC 서측,봉담영업소,수도권제2순환고속도로,2373.0,1,N,,,10,도시고속,Y
2333261400,2330121600,2330121300,봉담IC 북측,봉담IC 남측,수도권제2순환고속도로,1287.0,1,N,,,10,도시고속,Y
2333261500,2330121300,2330121600,봉담IC 남측,봉담IC 북측,수도권제2순환고속도로,1288.0,1,N,,,10,도시고속,Y
2333261700,2330121200,2330120900,봉담영업소,정남IC 서측,수도권제2순환고속도로,2381.0,1,N,,,10,도시고속,Y
2333262000,2330120900,2330120500,정남IC 서측,정남IC 동측,수도권제2순환고속도로,780.0,1,N,,,10,도시고속,Y
2333264000,2330119900,2330119800,서오산JC 남측,향남IC 동측,평택-화성고속도로,4452.0,1,N,,,10,도시고속,Y
2333264200,2330119600,2330119800,향남IC 남측,향남IC 동측,평택-화성고속도로,538.0,1,N,,,10,도시고속,Y
2333264300,2330119800,2330119600,향남IC 동측,향남IC 남측,평택-화성고속도로,538.0,1,N,,,10,도시고속,Y
2333264900,2330121300,2330121200,봉담IC 남측,봉담영업소,수도권제2순환고속도로,1736.0,1,N,,,10,도시고속,Y
2333265000,2330121200,2330121300,봉담영업소,봉담IC 남측,수도권제2순환고속도로,1743.0,1,N,,,10,도시고속,Y
2333265100,2330120500,2330120200,정남IC 동측,서오산JC 서측,수도권제2순환고속도로,1683.0,1,N,,,10,도시고속,Y
2333328100,2330156700,2330156800,슬항2교남측,슬항2교북측,평택-시흥고속국도,30.0,1,N,,,10,도시고속,Y
2333328300,2330156900,2330157500,송산마도IC남측,송산마도IC북측,평택-시흥고속국도,569.0,1,N,,,10,도시고속,Y
2333328400,2330157500,2330157600,송산마도IC북측,문산천교남측,평택-시흥고속국도,1047.0,1,N,,,10,도시고속,Y
2333328500,2330157600,2330157700,문산천교남측,문산천교북측,평택-시흥고속국도,70.0,1,N,,,10,도시고속,Y
2333328600,2330157700,2330157800,문산천교북측,용포1교남측,평택-시흥고속국도,326.0,1,N,,,10,도시고속,Y
2333328700,2330157800,2330157900,용포1교남측,용포1교북측,평택-시흥고속국도,32.0,1,N,,,10,도시고속,Y
2333328900,2330158000,2330158100,용포교남측,용포교북측,평택-시흥고속국도,31.0,1,N,,,10,도시고속,Y
2333329000,2330158100,2330158200,용포교북측,용포2교남측,평택-시흥고속국도,385.0,1,N,,,10,도시고속,Y
2333329200,2330158300,2330158400,용포2교북측,용포3교남측,평택-시흥고속국도,338.0,1,N,,,10,도시고속,Y
2333329300,2330158400,2330158500,용포3교남측,용포3교북측,평택-시흥고속국도,29.0,1,N,,,10,도시고속,Y
2333329400,2330158500,2330158600,용포3교북측,송산마도휴게소남측,평택-시흥고속국도,126.0,1,N,,,10,도시고속,Y
2333329600,2330158700,2330158800,송산마도휴게소북측,고정1교남측,평택-시흥고속국도,602.0,1,N,,,10,도시고속,Y
2333330300,2330151900,2330151800,독정천교북측,독정천교남측,평택-시흥고속국도,60.0,1,N,,,10,도시고속,Y
2333330400,2330152000,2330151900,대남교남측,독정천교북측,평택-시흥고속국도,1459.0,1,N,,,10,도시고속,Y
2333330600,2330152200,2330152100,장안지하차도남측,대남교북측,평택-시흥고속국도,589.0,1,N,,,10,도시고속,Y
2333330700,2330152300,2330152200,장안지하차도북측,장안지하차도남측,평택-시흥고속국도,52.0,1,N,,,10,도시고속,Y
2333330800,2330152400,2330152300,장안TG,장안지하차도북측,평택-시흥고속국도,717.0,1,N,,,10,도시고속,Y
2333331100,2330152700,2330152600,수촌1교남측,어은교북측,평택-시흥고속국도,593.0,1,N,,,10,도시고속,Y
2333331200,2330152800,2330152700,수촌1교북측,수촌1교남측,평택-시흥고속국도,38.0,1,N,,,10,도시고속,Y
2333332600,2330158900,2330159000,고정1교북측,고정2교남측,평택-시흥고속국도,211.0,1,N,,,10,도시고속,Y
2333332700,2330159000,2330159100,고정2교남측,고정2교북측,평택-시흥고속국도,83.0,1,N,,,10,도시고속,Y
2333332800,2330159100,2330159200,고정2교북측,고정3교남측,평택-시흥고속국도,641.0,1,N,,,10,도시고속,Y
2333333100,2140071700,2330151100,평택-화성경계,남양호교서측,평택-시흥고속국도,99.0,1,N,,,10,도시고속,Y
2333333200,2170063400,2330159800,화성-안산경계,시화대교남측,평택-시흥고속국도,558.0,1,N,,,10,도시고속,Y
2333333300,2330152900,2330153000,수촌2교남측,수촌2교북측,평택-시흥고속국도,33.0,1,N,,,10,도시고속,Y
2333333500,2330152900,2330152800,수촌2교남측,수촌1교북측,평택-시흥고속국도,107.0,1,N,,,10,도시고속,Y
2333333600,2330152800,2330152900,수촌1교북측,수촌2교남측,평택-시흥고속국도,107.0,1,N,,,10,도시고속,Y
2333333900,2330151200,2330151100,덕정3리천교동측,남양호교서측,평택-시흥고속국도,130.0,1,N,,,10,도시고속,Y
2333334200,2330153200,2330153100,금의1교북측,금의1교남측,평택-시흥고속국도,32.0,1,N,,,10,도시고속,Y
2333334300,2330153300,2330153200,금의2교남측,금의1교북측,평택-시흥고속국도,442.0,1,N,,,10,도시고속,Y
2333334400,2330153400,2330153300,금의2교북측,금의2교남측,평택-시흥고속국도,54.0,1,N,,,10,도시고속,Y
2333334600,2330153700,2330153500,조암IC북측,조암IC남측,평택-시흥고속국도,645.0,1,N,,,10,도시고속,Y
2333334700,2330153900,2330153700,주곡1교남측,조암IC북측,평택-시흥고속국도,1000.0,1,N,,,10,도시고속,Y
1050009301,1050016100,1050002700,청량리교회,숭인중학교,황물로,198.0,1,Y,105,동대문구,20,시내,Y
1050004801,1050007600,1050008200,답십리1동,답십리초교,황물로,232.0,1,Y,105,동대문구,20,시내,Y
1050006700,1050002700,1050002000,숭인중학교,신답육교,황물로,483.0,1,Y,105,동대문구,20,시내,Y
1050004704,1050002000,1050009100,신답육교,답십리근린생활시설,황물로,288.0,1,Y,105,동대문구,20,시내,Y
1050004802,1050008200,1050008500,답십리초교,삼희아파트,황물로,105.0,1,Y,105,동대문구,20,시내,Y
1050004703,1050009100,1050008500,답십리근린생활시설,삼희아파트,황물로,119.0,1,Y,105,동대문구,20,시내,Y
1050004803,1050008500,1050009100,삼희아파트,답십리근린생활시설,황물로,119.0,1,Y,105,동대문구,20,시내,Y
1050004702,1050008500,1050008200,삼희아파트,답십리초교,황물로,105.0,1,Y,105,동대문구,20,시내,Y
1050004804,1050009100,1050002000,답십리근린생활시설,신답육교,황물로,289.0,1,Y,105,동대문구,20,시내,Y
1050004701,1050008200,1050007600,답십리초교,답십리1동,황물로,232.0,1,Y,105,동대문구,20,시내,Y
1050006800,1050002000,1050002700,신답육교,숭인중학교,황물로,483.0,1,Y,105,동대문구,20,시내,Y
1030017302,1050007600,1050007300,답십리1동,답십리5지구대,황물로,186.0,1,Y,103,성동구,20,시내,Y
1050009401,1050002700,1050016100,숭인중학교,청량리교회,황물로,189.0,1,Y,105,동대문구,20,시내,Y
1030017301,1050007300,1050006700,답십리5지구대,군자초교,황물로,189.0,1,Y,103,성동구,20,시내,Y
1050009402,1050016100,1050017600,청량리교회,전농119안전센터,황물로,173.0,1,Y,105,동대문구,20,시내,Y
2333335000,2330154200,2330154100,주곡2교북측,주곡2교남측,평택-시흥고속국도,26.0,1,N,,,10,도시고속,Y
2333335100,2330154300,2330154200,주곡3교남측,주곡2교북측,평택-시흥고속국도,125.0,1,N,,,10,도시고속,Y
2333335200,2330154400,2330154300,주곡3교북측,주곡3교남측,평택-시흥고속국도,25.0,1,N,,,10,도시고속,Y
2333335400,2330154600,2330154500,화옹교북측,화옹교남측,평택-시흥고속국도,35.0,1,N,,,10,도시고속,Y
2333335600,2330154800,2330154700,화성교북측,화성교남측,평택-시흥고속국도,122.0,1,N,,,10,도시고속,Y
2333335800,2330151400,2330151300,장안교동측,덕정3리천교서측,평택-시흥고속국도,410.0,1,N,,,10,도시고속,Y
2333335900,2330151500,2330151400,장안교서측,장안교동측,평택-시흥고속국도,26.0,1,N,,,10,도시고속,Y
2333336000,2330151600,2330151500,정든교남측,장안교서측,평택-시흥고속국도,651.0,1,N,,,10,도시고속,Y
2333336100,2330151700,2330151600,정든교북측,정든교남측,평택-시흥고속국도,35.0,1,N,,,10,도시고속,Y
2333336200,2330151100,2330151200,남양호교서측,덕정3리천교동측,평택-시흥고속국도,130.0,1,N,,,10,도시고속,Y
2333336400,2330151300,2330151400,덕정3리천교서측,장안교동측,평택-시흥고속국도,409.0,1,N,,,10,도시고속,Y
2333336500,2330151400,2330151500,장안교동측,장안교서측,평택-시흥고속국도,26.0,1,N,,,10,도시고속,Y
2333336600,2330151500,2330151600,장안교서측,정든교남측,평택-시흥고속국도,647.0,1,N,,,10,도시고속,Y
2333336700,2330151600,2330151700,정든교남측,정든교북측,평택-시흥고속국도,35.0,1,N,,,10,도시고속,Y
2333336800,2330151700,2330151800,정든교북측,독정천교남측,평택-시흥고속국도,909.0,1,N,,,10,도시고속,Y
2333336900,2330151800,2330151900,독정천교남측,독정천교북측,평택-시흥고속국도,60.0,1,N,,,10,도시고속,Y
2333337100,2330159500,2330159600,음섬1교북측,음섬2교남측,평택-시흥고속국도,2493.0,1,N,,,10,도시고속,Y
2333337200,2330159600,2330159700,음섬2교남측,음섬2교북측,평택-시흥고속국도,32.0,1,N,,,10,도시고속,Y
2333337300,2330159700,2330159800,음섬2교북측,시화대교남측,평택-시흥고속국도,845.0,1,N,,,10,도시고속,Y
2333337400,2330155000,2330154900,남양교북측,남양교남측,평택-시흥고속국도,242.0,1,N,,,10,도시고속,Y
2333337500,2330155100,2330155000,장덕교남측,남양교북측,평택-시흥고속국도,1819.0,1,N,,,10,도시고속,Y
2333337700,2330155300,2330155200,마도교남측,장덕교북측,평택-시흥고속국도,563.0,1,N,,,10,도시고속,Y
2333337800,2330155400,2330155300,마도교북측,마도교남측,평택-시흥고속국도,298.0,1,N,,,10,도시고속,Y
2333338000,2330155600,2330155500,상현교북측,상현교남측,평택-시흥고속국도,22.0,1,N,,,10,도시고속,Y
2333338100,2330155700,2330155600,신남교남측,상현교북측,평택-시흥고속국도,541.0,1,N,,,10,도시고속,Y
2333338200,2330155800,2330155700,신남교북측,신남교남측,평택-시흥고속국도,36.0,1,N,,,10,도시고속,Y
2333338400,2330156000,2330155900,청원교북측,청원교남측,평택-시흥고속국도,33.0,1,N,,,10,도시고속,Y
2333338500,2330156100,2330156000,쌍송지하차도남측,청원교북측,평택-시흥고속국도,1504.0,1,N,,,10,도시고속,Y
2333338600,2330156200,2330156100,쌍송지하차도북측,쌍송지하차도남측,평택-시흥고속국도,28.0,1,N,,,10,도시고속,Y
2333338700,2330156300,2330156200,석교교남측,쌍송지하차도북측,평택-시흥고속국도,917.0,1,N,,,10,도시고속,Y
2333338800,2330156400,2330156300,석교교북측,석교교남측,평택-시흥고속국도,29.0,1,N,,,10,도시고속,Y
2333339000,2330156600,2330156500,슬항1교북측,슬항1교남측,평택-시흥고속국도,77.0,1,N,,,10,도시고속,Y
2333339100,2330156700,2330156600,슬항2교남측,슬항1교북측,평택-시흥고속국도,309.0,1,N,,,10,도시고속,Y
2333339300,2330156900,2330156800,송산마도IC남측,슬항2교북측,평택-시흥고속국도,615.0,1,N,,,10,도시고속,Y
2333339500,2330157500,2330156900,송산마도IC북측,송산마도IC남측,평택-시흥고속국도,573.0,1,N,,,10,도시고속,Y
2333339600,2330157600,2330157500,문산천교남측,송산마도IC북측,평택-시흥고속국도,1048.0,1,N,,,10,도시고속,Y
2333339700,2330157700,2330157600,문산천교북측,문산천교남측,평택-시흥고속국도,70.0,1,N,,,10,도시고속,Y
2333340000,2330158000,2330157900,용포교남측,용포1교북측,평택-시흥고속국도,167.0,1,N,,,10,도시고속,Y
2333340100,2330158100,2330158000,용포교북측,용포교남측,평택-시흥고속국도,31.0,1,N,,,10,도시고속,Y
2333340300,2330158300,2330158200,용포2교북측,용포2교남측,평택-시흥고속국도,33.0,1,N,,,10,도시고속,Y
2333340400,2330158400,2330158300,용포3교남측,용포2교북측,평택-시흥고속국도,337.0,1,N,,,10,도시고속,Y
2333340500,2330158500,2330158400,용포3교북측,용포3교남측,평택-시흥고속국도,29.0,1,N,,,10,도시고속,Y
2333340800,2330158800,2330158700,고정1교남측,송산마도휴게소북측,평택-시흥고속국도,602.0,1,N,,,10,도시고속,Y
2333340900,2330158900,2330158800,고정1교북측,고정1교남측,평택-시흥고속국도,40.0,1,N,,,10,도시고속,Y
2333341000,2330159000,2330158900,고정2교남측,고정1교북측,평택-시흥고속국도,210.0,1,N,,,10,도시고속,Y
2333341200,2330159200,2330159100,고정3교남측,고정2교북측,평택-시흥고속국도,638.0,1,N,,,10,도시고속,Y
2333341300,2330159300,2330159200,고정3교북측,고정3교남측,평택-시흥고속국도,28.0,1,N,,,10,도시고속,Y
2333341400,2330159400,2330159300,음섬1교남측,고정3교북측,평택-시흥고속국도,446.0,1,N,,,10,도시고속,Y
2333341700,2330159700,2330159600,음섬2교북측,음섬2교남측,평택-시흥고속국도,32.0,1,N,,,10,도시고속,Y
2333341800,2330159800,2330159700,시화대교남측,음섬2교북측,평택-시흥고속국도,845.0,1,N,,,10,도시고속,Y
2333342000,2330152000,2330152100,대남교남측,대남교북측,평택-시흥고속국도,40.0,1,N,,,10,도시고속,Y
2333342100,2330152100,2330152200,대남교북측,장안지하차도남측,평택-시흥고속국도,589.0,1,N,,,10,도시고속,Y
2333342200,2330152200,2330152300,장안지하차도남측,장안지하차도북측,평택-시흥고속국도,52.0,1,N,,,10,도시고속,Y
2333342300,2330152300,2330152400,장안지하차도북측,장안TG,평택-시흥고속국도,718.0,1,N,,,10,도시고속,Y
2333342600,2330152600,2330152700,어은교북측,수촌1교남측,평택-시흥고속국도,593.0,1,N,,,10,도시고속,Y
2333342700,2330152700,2330152800,수촌1교남측,수촌1교북측,평택-시흥고속국도,38.0,1,N,,,10,도시고속,Y
1140038904,1150000100,1140037900,염창역,덕수프라자,목동중앙본로,84.0,1,Y,114,양천구,20,시내,Y
1140039001,1140011000,1140037000,목동극동아파트,워베스빌앞,목동중앙본로,428.0,1,Y,114,양천구,20,시내,Y
1140038903,1140037900,1140037500,덕수프라자,목동성운빌딩,목동중앙본로,335.0,1,Y,114,양천구,20,시내,Y
1140039002,1140037000,1140037500,워베스빌앞,목동성운빌딩,목동중앙본로,490.0,1,Y,114,양천구,20,시내,Y
1140038902,1140037500,1140037000,목동성운빌딩,워베스빌앞,목동중앙본로,492.0,1,Y,114,양천구,20,시내,Y
1140039003,1140037500,1140037900,목동성운빌딩,덕수프라자,목동중앙본로,335.0,1,Y,114,양천구,20,시내,Y
1140038901,1140037000,1140011000,워베스빌앞,목동극동아파트,목동중앙본로,428.0,1,Y,114,양천구,20,시내,Y
1140039004,1140037900,1150000100,덕수프라자,염창역,목동중앙본로,90.0,1,Y,114,양천구,20,시내,Y
1110005800,1110006600,1110009900,충암고교,서울시립은평병원,백련산로,802.0,3,Y,111,은평구,20,시내,Y
1110008102,1110010600,1110009900,은평병원,서울시립은평병원,백련산로,139.0,1,Y,111,은평구,20,시내,Y
1110008104,1110011300,1110010600,영락중교,은평병원,백련산로,326.0,1,Y,111,은평구,20,시내,Y
1110008106,1110013900,1110011300,은평구청입구,영락중교,백련산로,594.0,1,Y,111,은평구,20,시내,Y
1110008201,1110009900,1110010900,서울시립은평병원,응암제2동주민센터,백련산로,201.0,1,Y,111,은평구,20,시내,Y
1110008203,1110010900,1110011200,응암제2동주민센터,영락중교,백련산로,259.0,1,Y,111,은평구,20,시내,Y
1110008205,1110011200,1110013900,영락중교,은평구청입구,백련산로,598.0,1,Y,111,은평구,20,시내,Y
2333342900,2330153100,2330153200,금의1교남측,금의1교북측,평택-시흥고속국도,32.0,1,N,,,10,도시고속,Y
2333343000,2330153200,2330153300,금의1교북측,금의2교남측,평택-시흥고속국도,442.0,1,N,,,10,도시고속,Y
2333343100,2330153300,2330153400,금의2교남측,금의2교북측,평택-시흥고속국도,54.0,1,N,,,10,도시고속,Y
2333343400,2330153700,2330153900,조암IC북측,주곡1교남측,평택-시흥고속국도,995.0,1,N,,,10,도시고속,Y
2333343500,2330153900,2330154000,주곡1교남측,주곡1교북측,평택-시흥고속국도,27.0,1,N,,,10,도시고속,Y
2333343700,2330154100,2330154200,주곡2교남측,주곡2교북측,평택-시흥고속국도,26.0,1,N,,,10,도시고속,Y
2333343800,2330154200,2330154300,주곡2교북측,주곡3교남측,평택-시흥고속국도,125.0,1,N,,,10,도시고속,Y
2333343900,2330154300,2330154400,주곡3교남측,주곡3교북측,평택-시흥고속국도,25.0,1,N,,,10,도시고속,Y
1070004300,1050026100,1070001700,고대앞사거리,안암역,인촌로,305.0,1,Y,105,동대문구,20,시내,Y
1220026600,1220037400,1220034700,포스코사거리,대치사거리,삼성로,453.0,3,Y,122,강남구,20,시내,Y
2240157100,2240059800,2170065000,신길교북측,안산-시흥경계,평택-시흥고속국도,84.0,1,N,,,10,도시고속,Y
2240157200,2240060300,2240060400,거모6교북측,군자JC,평택-시흥고속국도,2343.0,1,N,,,10,도시고속,Y
2240157300,2240059900,2240059800,정왕TG,신길교북측,평택-시흥고속국도,1042.0,1,N,,,10,도시고속,Y
2240157400,2240060000,2240059900,거모5교남측,정왕TG,평택-시흥고속국도,495.0,1,N,,,10,도시고속,Y
2240157500,2240060100,2240060000,거모5교북측,거모5교남측,평택-시흥고속국도,34.0,1,N,,,10,도시고속,Y
2240157700,2240060300,2240060200,거모6교북측,거모6교남측,평택-시흥고속국도,21.0,1,N,,,10,도시고속,Y
2240157800,2240060400,2240060300,군자JC,거모6교북측,평택-시흥고속국도,2286.0,1,N,,,10,도시고속,Y
2240157900,2240059800,2240059900,신길교북측,정왕TG,평택-시흥고속국도,1046.0,1,N,,,10,도시고속,Y
2240158000,2240059900,2240060000,정왕TG,거모5교남측,평택-시흥고속국도,497.0,1,N,,,10,도시고속,Y
2240158100,2240060000,2240060100,거모5교남측,거모5교북측,평택-시흥고속국도,34.0,1,N,,,10,도시고속,Y
2240158300,2240060200,2240060300,거모6교남측,거모6교북측,평택-시흥고속국도,21.0,1,N,,,10,도시고속,Y
2250001300,2250000400,2250000700,둔대JC 동측(영동선 본선),군포IC 서측(본선),영동고속도로,910.0,1,N,,,10,도시고속,Y
2250001400,2250000700,2250000400,군포IC 서측(본선),둔대JC 동측(영동선 본선),영동고속도로,908.0,1,N,,,10,도시고속,Y
2250002500,2250000800,2250000700,군포IC 동측(본선),군포IC 서측(본선),영동고속도로,502.0,1,N,,,10,도시고속,Y
2250002600,2250000700,2250000800,군포IC 서측(본선),군포IC 동측(본선),영동고속도로,501.0,1,N,,,10,도시고속,Y
2250002701,2250001000,2260000600,동군포IC,부곡IC 서측(본선),영동고속도로,1585.0,1,N,,,10,도시고속,Y
2250003100,2250000800,2250001000,군포IC 동측(본선),동군포IC,영동고속도로,1537.0,1,N,,,10,도시고속,Y
2250003200,2250001000,2250000800,동군포IC,군포IC 동측(본선),영동고속도로,1543.0,1,N,,,10,도시고속,Y
2250008700,2080000300,2250003800,산본IC 동측(본선),산본IC 서측(본선),제1순환고속도로,857.0,1,N,,,10,도시고속,Y
2250008800,2250003800,2080000300,산본IC 서측(본선),산본IC 동측(본선),제1순환고속도로,865.0,1,N,,,10,도시고속,Y
2260000200,2010003500,2260000100,-,월암IC 남측(본선),과천-의왕간고속화도로,189.0,,N,,,20,시내,Y
2260000600,2260000400,2260000100,월암IC 북측(본선),월암IC 남측(본선),과천-의왕간고속화도로,413.0,,N,,,20,시내,Y
2260000700,2260000100,2260000400,월암IC 남측(본선),월암IC 북측(본선),과천-의왕간고속화도로,415.0,,N,,,20,시내,Y
2260000900,2260000800,2260000400,신부곡IC 남측(본선),월암IC 북측(본선),과천-의왕간고속화도로,2493.0,,N,,,20,시내,Y
2260001000,2260000400,2260000800,월암IC 북측(본선),신부곡IC 남측(본선),과천-의왕간고속화도로,2495.0,,N,,,20,시내,Y
2260001500,2260000600,2260000500,부곡IC 서측(본선),부곡IC 동측(본선),영동고속도로,635.0,1,N,,,10,도시고속,Y
2260002800,2260000800,2260001300,신부곡IC 남측(본선),신부곡IC 북측(본선),과천-의왕간고속화도로,936.0,,N,,,20,시내,Y
2260003500,2260001600,2260001300,의왕IC 남측(본선),신부곡IC 북측(본선),과천-의왕간고속화도로,404.0,,N,,,20,시내,Y
2260003600,2260001300,2260001600,신부곡IC 북측(본선),의왕IC 남측(본선),과천-의왕간고속화도로,405.0,,N,,,20,시내,Y
2260004400,2260001800,2260001600,의왕IC 북측(본선),의왕IC 남측(본선),과천-의왕간고속화도로,775.0,,N,,,20,시내,Y
2260004500,2260001600,2260001800,의왕IC 남측(본선),의왕IC 북측(본선),과천-의왕간고속화도로,775.0,,N,,,20,시내,Y
2260005802,2260027500,2260002800,의왕 T/G,의왕터널,과천-의왕간고속화도로,2000.0,,N,,,20,시내,Y
2260005901,2260027500,2260001800,의왕 T/G,의왕IC 북측(본선),과천-의왕간고속화도로,597.0,,N,,,20,시내,Y
2260006800,2260002800,2260003000,의왕터널,의왕터널,과천-의왕간고속화도로,658.0,,N,,,20,시내,Y
2260007200,2260003000,2260003100,의왕터널,-,과천-의왕간고속화도로,558.0,,N,,,20,시내,Y
2260007300,2260003100,2260003000,-,의왕터널,과천-의왕간고속화도로,558.0,,N,,,20,시내,Y
2260007400,2260003100,2260003300,-,-,과천-의왕간고속화도로,627.0,,N,,,20,시내,Y
2260008000,2260003300,2260003700,-,학의JC 남측(과천~고색간 연결로,과천-의왕간고속화도로,510.0,,N,,,20,시내,Y
2260008201,2260003800,2090001700,학의JC 서측(본선),평촌IC,제1순환고속도로,3181.0,1,N,,,10,도시고속,Y
2260008400,2260003700,2260004100,학의JC 남측(과천~고색간 연결로,학의JC 북측(과천~고색간 연결로,과천-의왕간고속화도로,1510.0,,N,,,20,시내,Y
2260008500,2260004100,2260003700,학의JC 북측(과천~고색간 연결로,학의JC 남측(과천~고색간 연결로,과천-의왕간고속화도로,1510.0,,N,,,20,시내,Y
2260008600,2260004000,2260003800,학의JC 동측(본선),학의JC 서측(본선),제1순환고속도로,1188.0,1,N,,,10,도시고속,Y
2260010000,2260004000,2260004301,학의JC 동측(본선),청계T/G,제1순환고속도로,1643.0,1,N,,,10,도시고속,Y
2260010100,2260004301,2260004000,청계T/G,학의JC 동측(본선),제1순환고속도로,1649.0,1,N,,,10,도시고속,Y
1160074200,1160043100,1160039000,스카이뷰아파트,미래초교,공원로,366.0,1,Y,116,구로구,20,시내,Y
1160013003,1160028600,1160031200,태진운수,한스타워,공원로,172.0,1,Y,116,구로구,20,시내,Y
1160074300,1160039000,1160043100,미래초교,스카이뷰아파트,공원로,365.0,1,Y,116,구로구,20,시내,Y
1160012901,1160026800,1160003900,신구로주유소_거리공원,거리공원오거리,공원로,78.0,1,Y,116,구로구,20,시내,Y
1160012902,1160029200,1160026800,시립구로도서관,신구로주유소_거리공원,공원로,118.0,1,Y,116,구로구,20,시내,Y
1160012903,1160030800,1160029200,새솔금호아파트,시립구로도서관,공원로,130.0,1,Y,116,구로구,20,시내,Y
1160012904,1160032100,1160030800,거리공원_거리공원길_진,새솔금호아파트,공원로,87.0,1,Y,116,구로구,20,시내,Y
1160012905,1160033100,1160032100,구로거리공원서,거리공원_거리공원길_진,공원로,50.0,1,Y,116,구로구,20,시내,Y
1160013002,1160027500,1160028600,거리공원오거리,태진운수,공원로,76.0,1,Y,116,구로구,20,시내,Y
1160013004,1160031200,1160033000,한스타워,거리공원길_진출로,공원로,90.0,1,Y,116,구로구,20,시내,Y
1160013005,1160033000,1160033200,거리공원길_진출로,구로거리공원동,공원로,48.0,1,Y,116,구로구,20,시내,Y
1160014901,1160033300,1160033100,거리공원_거리공원길_진,구로거리공원서,공원로,49.0,1,Y,116,구로구,20,시내,Y
1160014902,1160037500,1160033300,미래초교_거리공원길_진,거리공원_거리공원길_진,공원로,264.0,1,Y,116,구로구,20,시내,Y
1160014903,1160039000,1160037500,미래초교,미래초교_거리공원길_진,공원로,127.0,1,Y,116,구로구,20,시내,Y
2260010601,2260004301,2040000100,청계T/G,판교JC 서측(서울외곽순환선),제1순환고속도로,6119.0,1,N,,,10,도시고속,Y
2260010701,2040000100,2260004301,판교JC 서측(서울외곽순환선),청계T/G,제1순환고속도로,6114.0,1,N,,,10,도시고속,Y
2260012100,2260004100,2260005300,학의JC 북측(과천~고색간 연결로,-,과천-의왕간고속화도로,756.0,,N,,,20,시내,Y
2260012200,2260005300,2260005400,-,-,과천-의왕간고속화도로,529.0,,N,,,20,시내,Y
2260012300,2260005400,2260005300,-,-,과천-의왕간고속화도로,531.0,,N,,,20,시내,Y
2270000904,2270024800,2270001300,하남IC검단로진출,하남IC 남측(본선),중부고속도로본선 동서울TG→하남IC,387.0,,N,,,20,시내,Y
2270001002,2270001301,2270000100,동서울T/G,산곡JC 북측(본선),중부고속도로,3963.0,1,N,,,10,도시고속,Y
2270001004,2270001300,2270024800,하남IC 남측(본선),하남IC검단로진출,중부고속도로본선 하남IC→동서울TG,385.0,,N,,,20,시내,Y
2270002000,2270000400,2270000500,서하남IC 서측(본선),서하남IC 동측(본선),제1순환고속도로,544.0,1,N,,,10,도시고속,Y
2270002301,2270011300,2270000500,-,서하남IC 동측(본선),제1순환고속도로,4343.0,1,N,,,10,도시고속,Y
2270002401,2270000500,2270001900,서하남IC 동측(본선),하남JC남측(서울외곽순환),제1순환고속도로,4326.0,1,N,,,10,도시고속,Y
2270004600,2270002000,2270001300,하남IC,하남IC 남측(본선),중부고속도로본선 하남TG→하남IC,593.0,,N,,,20,시내,Y
2270005401,2270002200,2270002201,하남JC 동측(중부선 본선),동서울만남휴게소,중부고속도로본선 하남JC→하남휴게소,649.0,,N,,,20,시내,Y
2270005402,2270002201,2270002000,동서울만남휴게소,하남IC,중부고속도로본선 하남휴게소→하남TG,652.0,,N,,,20,시내,Y
2270005800,2270002400,2270011300,하남JC 서측(중부선 본선),-,제1순환고속도로,577.0,1,N,,,10,도시고속,Y
2270006000,2270002200,2270011300,하남JC 동측(중부선 본선),-,중부고속도로 하남방향→제1순환고속도로 판교방향 연결램프,743.0,,N,,,20,시내,Y
